"Plot Title: 20892176"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20892176, SEN S/N: 20892176)","Coupler Attached (LGR S/N: 20892176)","Host Connected (LGR S/N: 20892176)","End Of File (LGR S/N: 20892176)"
574,04/29/23 05:00:00 AM,12.883,,,
575,04/29/23 06:00:00 AM,12.690,,,
576,04/29/23 07:00:00 AM,12.594,,,
577,04/29/23 08:00:00 AM,12.883,,,
578,04/29/23 09:00:00 AM,13.461,,,
579,04/29/23 10:00:00 AM,14.038,,,
580,04/29/23 11:00:00 AM,14.709,,,
581,04/29/23 12:00:00 PM,15.187,,,
582,04/29/23 01:00:00 PM,15.282,,,
583,04/29/23 02:00:00 PM,15.664,,,
584,04/29/23 03:00:00 PM,15.569,,,
585,04/29/23 04:00:00 PM,15.378,,,
586,04/29/23 05:00:00 PM,14.996,,,
587,04/29/23 06:00:00 PM,14.613,,,
588,04/29/23 07:00:00 PM,14.134,,,
589,04/29/23 08:00:00 PM,13.750,,,
590,04/29/23 09:00:00 PM,13.365,,,
591,04/29/23 10:00:00 PM,13.173,,,
592,04/29/23 11:00:00 PM,12.980,,,
593,04/30/23 12:00:00 AM,12.787,,,
594,04/30/23 01:00:00 AM,12.594,,,
595,04/30/23 02:00:00 AM,12.497,,,
596,04/30/23 03:00:00 AM,12.497,,,
597,04/30/23 04:00:00 AM,12.304,,,
598,04/30/23 05:00:00 AM,12.207,,,
599,04/30/23 06:00:00 AM,12.207,,,
600,04/30/23 07:00:00 AM,12.110,,,
601,04/30/23 08:00:00 AM,12.110,,,
602,04/30/23 09:00:00 AM,11.916,,,
603,04/30/23 10:00:00 AM,12.013,,,
604,04/30/23 11:00:00 AM,12.013,,,
605,04/30/23 12:00:00 PM,12.013,,,
606,04/30/23 01:00:00 PM,11.916,,,
607,04/30/23 02:00:00 PM,11.722,,,
608,04/30/23 03:00:00 PM,11.236,,,
609,04/30/23 04:00:00 PM,10.846,,,
610,04/30/23 05:00:00 PM,10.063,,,
611,04/30/23 06:00:00 PM,9.275,,,
612,04/30/23 07:00:00 PM,8.680,,,
613,04/30/23 08:00:00 PM,9.275,,,
614,04/30/23 09:00:00 PM,10.161,,,
615,04/30/23 10:00:00 PM,10.455,,,
616,04/30/23 11:00:00 PM,10.748,,,
617,05/01/23 12:00:00 AM,10.651,,,
618,05/01/23 01:00:00 AM,10.748,,,
619,05/01/23 02:00:00 AM,10.748,,,
620,05/01/23 03:00:00 AM,10.846,,,
621,05/01/23 04:00:00 AM,10.846,,,
622,05/01/23 05:00:00 AM,10.944,,,
623,05/01/23 06:00:00 AM,11.041,,,
624,05/01/23 07:00:00 AM,11.041,,,
625,05/01/23 08:00:00 AM,11.334,,,
626,05/01/23 09:00:00 AM,11.431,,,
627,05/01/23 10:00:00 AM,11.528,,,
628,05/01/23 11:00:00 AM,11.625,,,
629,05/01/23 12:00:00 PM,11.819,,,
630,05/01/23 01:00:00 PM,12.594,,,
631,05/01/23 02:00:00 PM,13.076,,,
632,05/01/23 03:00:00 PM,13.365,,,
633,05/01/23 04:00:00 PM,13.558,,,
634,05/01/23 05:00:00 PM,13.558,,,
635,05/01/23 06:00:00 PM,13.365,,,
636,05/01/23 07:00:00 PM,13.076,,,
637,05/01/23 08:00:00 PM,12.883,,,
638,05/01/23 09:00:00 PM,12.690,,,
639,05/01/23 10:00:00 PM,12.594,,,
640,05/01/23 11:00:00 PM,12.497,,,
641,05/02/23 12:00:00 AM,12.401,,,
642,05/02/23 01:00:00 AM,12.304,,,
643,05/02/23 02:00:00 AM,12.304,,,
644,05/02/23 03:00:00 AM,12.304,,,
645,05/02/23 04:00:00 AM,12.207,,,
646,05/02/23 05:00:00 AM,12.207,,,
647,05/02/23 06:00:00 AM,12.110,,,
648,05/02/23 07:00:00 AM,12.110,,,
649,05/02/23 08:00:00 AM,12.207,,,
650,05/02/23 09:00:00 AM,12.497,,,
651,05/02/23 10:00:00 AM,12.883,,,
652,05/02/23 11:00:00 AM,13.269,,,
653,05/02/23 12:00:00 PM,13.461,,,
654,05/02/23 01:00:00 PM,13.654,,,
655,05/02/23 02:00:00 PM,13.750,,,
656,05/02/23 03:00:00 PM,13.654,,,
657,05/02/23 04:00:00 PM,13.269,,,
658,05/02/23 05:00:00 PM,12.883,,,
659,05/02/23 06:00:00 PM,12.594,,,
660,05/02/23 07:00:00 PM,12.690,,,
661,05/02/23 08:00:00 PM,12.594,,,
662,05/02/23 09:00:00 PM,12.401,,,
663,05/02/23 10:00:00 PM,12.497,,,
664,05/02/23 11:00:00 PM,12.497,,,
665,05/03/23 12:00:00 AM,12.401,,,
666,05/03/23 01:00:00 AM,12.304,,,
667,05/03/23 02:00:00 AM,12.304,,,
668,05/03/23 03:00:00 AM,12.401,,,
669,05/03/23 04:00:00 AM,12.497,,,
670,05/03/23 05:00:00 AM,12.497,,,
671,05/03/23 06:00:00 AM,12.401,,,
672,05/03/23 07:00:00 AM,12.304,,,
673,05/03/23 08:00:00 AM,12.304,,,
674,05/03/23 09:00:00 AM,12.207,,,
675,05/03/23 10:00:00 AM,12.207,,,
676,05/03/23 11:00:00 AM,12.207,,,
677,05/03/23 12:00:00 PM,12.110,,,
678,05/03/23 01:00:00 PM,12.110,,,
679,05/03/23 02:00:00 PM,12.110,,,
680,05/03/23 03:00:00 PM,12.110,,,
681,05/03/23 04:00:00 PM,12.110,,,
682,05/03/23 05:00:00 PM,12.013,,,
683,05/03/23 06:00:00 PM,12.013,,,
684,05/03/23 07:00:00 PM,11.916,,,
685,05/03/23 08:00:00 PM,11.819,,,
686,05/03/23 09:00:00 PM,11.819,,,
687,05/03/23 10:00:00 PM,11.722,,,
688,05/03/23 11:00:00 PM,11.625,,,
689,05/04/23 12:00:00 AM,11.625,,,
690,05/04/23 01:00:00 AM,11.528,,,
691,05/04/23 02:00:00 AM,11.625,,,
692,05/04/23 03:00:00 AM,11.625,,,
693,05/04/23 04:00:00 AM,11.625,,,
694,05/04/23 05:00:00 AM,11.625,,,
695,05/04/23 06:00:00 AM,11.625,,,
696,05/04/23 07:00:00 AM,11.625,,,
697,05/04/23 08:00:00 AM,11.625,,,
698,05/04/23 09:00:00 AM,11.722,,,
699,05/04/23 10:00:00 AM,11.722,,,
700,05/04/23 11:00:00 AM,11.819,,,
701,05/04/23 12:00:00 PM,11.819,,,
702,05/04/23 01:00:00 PM,12.013,,,
703,05/04/23 02:00:00 PM,12.207,,,
704,05/04/23 03:00:00 PM,12.304,,,
705,05/04/23 04:00:00 PM,12.304,,,
706,05/04/23 05:00:00 PM,12.207,,,
707,05/04/23 06:00:00 PM,12.110,,,
708,05/04/23 07:00:00 PM,12.110,,,
709,05/04/23 08:00:00 PM,12.013,,,
710,05/04/23 09:00:00 PM,12.013,,,
711,05/04/23 10:00:00 PM,11.916,,,
712,05/04/23 11:00:00 PM,11.916,,,
713,05/05/23 12:00:00 AM,11.819,,,
714,05/05/23 01:00:00 AM,11.819,,,
715,05/05/23 02:00:00 AM,11.722,,,
716,05/05/23 03:00:00 AM,11.722,,,
717,05/05/23 04:00:00 AM,11.722,,,
718,05/05/23 05:00:00 AM,11.625,,,
719,05/05/23 06:00:00 AM,11.625,,,
720,05/05/23 07:00:00 AM,11.528,,,
721,05/05/23 08:00:00 AM,11.625,,,
722,05/05/23 09:00:00 AM,11.722,,,
723,05/05/23 10:00:00 AM,12.013,,,
724,05/05/23 11:00:00 AM,12.594,,,
725,05/05/23 12:00:00 PM,13.269,,,
726,05/05/23 01:00:00 PM,13.654,,,
727,05/05/23 02:00:00 PM,13.365,,,
728,05/05/23 03:00:00 PM,14.038,,,
729,05/05/23 04:00:00 PM,14.134,,,
730,05/05/23 05:00:00 PM,14.038,,,
731,05/05/23 06:00:00 PM,14.038,,,
732,05/05/23 07:00:00 PM,13.654,,,
733,05/05/23 08:00:00 PM,13.461,,,
734,05/05/23 09:00:00 PM,13.269,,,
735,05/05/23 10:00:00 PM,13.076,,,
736,05/05/23 11:00:00 PM,12.980,,,
737,05/06/23 12:00:00 AM,12.787,,,
738,05/06/23 01:00:00 AM,12.690,,,
739,05/06/23 02:00:00 AM,12.497,,,
740,05/06/23 03:00:00 AM,12.304,,,
741,05/06/23 04:00:00 AM,12.401,,,
742,05/06/23 05:00:00 AM,12.304,,,
743,05/06/23 06:00:00 AM,12.207,,,
744,05/06/23 07:00:00 AM,12.304,,,
745,05/06/23 08:00:00 AM,12.594,,,
746,05/06/23 09:00:00 AM,12.980,,,
747,05/06/23 10:00:00 AM,13.365,,,
748,05/06/23 11:00:00 AM,13.558,,,
749,05/06/23 12:00:00 PM,14.517,,,
750,05/06/23 01:00:00 PM,14.996,,,
751,05/06/23 02:00:00 PM,14.709,,,
752,05/06/23 03:00:00 PM,14.996,,,
753,05/06/23 04:00:00 PM,15.091,,,
754,05/06/23 05:00:00 PM,14.996,,,
755,05/06/23 06:00:00 PM,14.804,,,
756,05/06/23 07:00:00 PM,14.517,,,
757,05/06/23 08:00:00 PM,14.613,,,
758,05/06/23 09:00:00 PM,14.517,,,
759,05/06/23 10:00:00 PM,14.517,,,
760,05/06/23 11:00:00 PM,14.421,,,
761,05/07/23 12:00:00 AM,14.325,,,
762,05/07/23 01:00:00 AM,14.230,,,
763,05/07/23 02:00:00 AM,14.230,,,
764,05/07/23 03:00:00 AM,14.038,,,
765,05/07/23 04:00:00 AM,13.942,,,
766,05/07/23 05:00:00 AM,13.846,,,
767,05/07/23 06:00:00 AM,13.846,,,
768,05/07/23 07:00:00 AM,13.846,,,
769,05/07/23 08:00:00 AM,14.134,,,
770,05/07/23 09:00:00 AM,14.517,,,
771,05/07/23 10:00:00 AM,14.709,,,
772,05/07/23 11:00:00 AM,15.091,,,
773,05/07/23 12:00:00 PM,15.569,,,
774,05/07/23 01:00:00 PM,16.237,,,
775,05/07/23 02:00:00 PM,16.332,,,
776,05/07/23 03:00:00 PM,16.523,,,
777,05/07/23 04:00:00 PM,16.427,,,
778,05/07/23 05:00:00 PM,16.141,,,
779,05/07/23 06:00:00 PM,16.141,,,
780,05/07/23 07:00:00 PM,16.427,,,
781,05/07/23 08:00:00 PM,16.332,,,
782,05/07/23 09:00:00 PM,16.237,,,
783,05/07/23 10:00:00 PM,16.141,,,
784,05/07/23 11:00:00 PM,15.951,,,
785,05/08/23 12:00:00 AM,15.855,,,
786,05/08/23 01:00:00 AM,15.760,,,
787,05/08/23 02:00:00 AM,15.664,,,
788,05/08/23 03:00:00 AM,15.473,,,
789,05/08/23 04:00:00 AM,14.996,,,
790,05/08/23 05:00:00 AM,15.187,,,
791,05/08/23 06:00:00 AM,15.187,,,
792,05/08/23 07:00:00 AM,15.187,,,
793,05/08/23 08:00:00 AM,15.473,,,
794,05/08/23 09:00:00 AM,15.760,,,
795,05/08/23 10:00:00 AM,16.237,,,
796,05/08/23 11:00:00 AM,16.523,,,
797,05/08/23 12:00:00 PM,16.523,,,
798,05/08/23 01:00:00 PM,16.903,,,
799,05/08/23 02:00:00 PM,17.094,,,
800,05/08/23 03:00:00 PM,16.999,,,
801,05/08/23 04:00:00 PM,16.999,,,
802,05/08/23 05:00:00 PM,16.903,,,
803,05/08/23 06:00:00 PM,16.618,,,
804,05/08/23 07:00:00 PM,16.427,,,
805,05/08/23 08:00:00 PM,16.332,,,
806,05/08/23 09:00:00 PM,16.046,,,
807,05/08/23 10:00:00 PM,15.951,,,
808,05/08/23 11:00:00 PM,15.760,,,
809,05/09/23 12:00:00 AM,15.569,,,
810,05/09/23 01:00:00 AM,15.569,,,
811,05/09/23 02:00:00 AM,15.473,,,
812,05/09/23 03:00:00 AM,15.378,,,
813,05/09/23 04:00:00 AM,14.804,,,
814,05/09/23 05:00:00 AM,14.517,,,
815,05/09/23 06:00:00 AM,14.804,,,
816,05/09/23 07:00:00 AM,14.900,,,
817,05/09/23 08:00:00 AM,15.187,,,
818,05/09/23 09:00:00 AM,15.473,,,
819,05/09/23 10:00:00 AM,15.951,,,
820,05/09/23 11:00:00 AM,16.427,,,
821,05/09/23 12:00:00 PM,16.903,,,
822,05/09/23 01:00:00 PM,17.094,,,
823,05/09/23 02:00:00 PM,17.284,,,
824,05/09/23 03:00:00 PM,17.475,,,
825,05/09/23 04:00:00 PM,17.475,,,
826,05/09/23 05:00:00 PM,16.999,,,
827,05/09/23 06:00:00 PM,16.713,,,
828,05/09/23 07:00:00 PM,16.332,,,
829,05/09/23 08:00:00 PM,16.046,,,
830,05/09/23 09:00:00 PM,15.855,,,
831,05/09/23 10:00:00 PM,15.569,,,
832,05/09/23 11:00:00 PM,15.378,,,
833,05/10/23 12:00:00 AM,15.187,,,
834,05/10/23 01:00:00 AM,14.996,,,
835,05/10/23 02:00:00 AM,14.900,,,
836,05/10/23 03:00:00 AM,14.709,,,
837,05/10/23 04:00:00 AM,14.517,,,
838,05/10/23 05:00:00 AM,14.421,,,
839,05/10/23 06:00:00 AM,14.325,,,
840,05/10/23 07:00:00 AM,14.613,,,
841,05/10/23 08:00:00 AM,14.996,,,
842,05/10/23 09:00:00 AM,15.473,,,
843,05/10/23 10:00:00 AM,15.951,,,
844,05/10/23 11:00:00 AM,16.237,,,
845,05/10/23 12:00:00 PM,16.427,,,
846,05/10/23 01:00:00 PM,16.999,,,
847,05/10/23 02:00:00 PM,17.094,,,
848,05/10/23 03:00:00 PM,17.379,,,
849,05/10/23 04:00:00 PM,17.665,,,
850,05/10/23 05:00:00 PM,17.760,,,
851,05/10/23 06:00:00 PM,17.665,,,
852,05/10/23 07:00:00 PM,17.284,,,
853,05/10/23 08:00:00 PM,16.903,,,
854,05/10/23 09:00:00 PM,16.618,,,
855,05/10/23 10:00:00 PM,16.427,,,
856,05/10/23 11:00:00 PM,16.237,,,
857,05/11/23 12:00:00 AM,16.046,,,
858,05/11/23 01:00:00 AM,15.951,,,
859,05/11/23 02:00:00 AM,15.760,,,
860,05/11/23 03:00:00 AM,15.664,,,
861,05/11/23 04:00:00 AM,15.664,,,
862,05/11/23 05:00:00 AM,15.569,,,
863,05/11/23 06:00:00 AM,15.378,,,
864,05/11/23 07:00:00 AM,15.569,,,
865,05/11/23 08:00:00 AM,15.951,,,
866,05/11/23 09:00:00 AM,16.427,,,
867,05/11/23 10:00:00 AM,16.999,,,
868,05/11/23 11:00:00 AM,17.284,,,
869,05/11/23 12:00:00 PM,17.855,,,
870,05/11/23 01:00:00 PM,19.092,,,
871,05/11/23 02:00:00 PM,18.331,,,
872,05/11/23 03:00:00 PM,18.996,,,
873,05/11/23 04:00:00 PM,19.853,,,
874,05/11/23 05:00:00 PM,19.948,,,
875,05/11/23 06:00:00 PM,19.662,,,
876,05/11/23 07:00:00 PM,18.711,,,
877,05/11/23 08:00:00 PM,18.140,,,
878,05/11/23 09:00:00 PM,17.950,,,
879,05/11/23 10:00:00 PM,17.760,,,
880,05/11/23 11:00:00 PM,17.665,,,
881,05/12/23 12:00:00 AM,17.475,,,
882,05/12/23 01:00:00 AM,17.379,,,
883,05/12/23 02:00:00 AM,17.284,,,
884,05/12/23 03:00:00 AM,17.189,,,
885,05/12/23 04:00:00 AM,17.094,,,
886,05/12/23 05:00:00 AM,16.903,,,
887,05/12/23 06:00:00 AM,16.808,,,
888,05/12/23 07:00:00 AM,16.713,,,
889,05/12/23 08:00:00 AM,17.094,,,
890,05/12/23 09:00:00 AM,17.379,,,
891,05/12/23 10:00:00 AM,18.236,,,
892,05/12/23 11:00:00 AM,18.331,,,
893,05/12/23 12:00:00 PM,18.140,,,
894,05/12/23 01:00:00 PM,19.377,,,
895,05/12/23 02:00:00 PM,19.567,,,
896,05/12/23 03:00:00 PM,19.282,,,
897,05/12/23 04:00:00 PM,18.996,,,
898,05/12/23 05:00:00 PM,19.853,,,
899,05/12/23 06:00:00 PM,20.138,,,
900,05/12/23 07:00:00 PM,19.853,,,
901,05/12/23 08:00:00 PM,19.472,,,
902,05/12/23 09:00:00 PM,19.187,,,
903,05/12/23 10:00:00 PM,19.092,,,
904,05/12/23 11:00:00 PM,18.901,,,
905,05/13/23 12:00:00 AM,18.711,,,
906,05/13/23 01:00:00 AM,18.616,,,
907,05/13/23 02:00:00 AM,18.426,,,
908,05/13/23 03:00:00 AM,18.331,,,
909,05/13/23 04:00:00 AM,18.236,,,
910,05/13/23 05:00:00 AM,18.045,,,
911,05/13/23 06:00:00 AM,17.855,,,
912,05/13/23 07:00:00 AM,17.855,,,
913,05/13/23 08:00:00 AM,18.140,,,
914,05/13/23 09:00:00 AM,18.521,,,
915,05/13/23 10:00:00 AM,18.996,,,
916,05/13/23 11:00:00 AM,19.282,,,
917,05/13/23 12:00:00 PM,19.567,,,
918,05/13/23 01:00:00 PM,19.567,,,
919,05/13/23 02:00:00 PM,19.567,,,
920,05/13/23 03:00:00 PM,19.377,,,
921,05/13/23 04:00:00 PM,19.472,,,
922,05/13/23 05:00:00 PM,19.377,,,
923,05/13/23 06:00:00 PM,19.377,,,
924,05/13/23 07:00:00 PM,19.282,,,
925,05/13/23 08:00:00 PM,18.996,,,
926,05/13/23 09:00:00 PM,18.711,,,
927,05/13/23 10:00:00 PM,18.426,,,
928,05/13/23 11:00:00 PM,18.140,,,
929,05/14/23 12:00:00 AM,17.855,,,
930,05/14/23 01:00:00 AM,17.665,,,
931,05/14/23 02:00:00 AM,17.475,,,
932,05/14/23 03:00:00 AM,17.284,,,
933,05/14/23 04:00:00 AM,17.094,,,
934,05/14/23 05:00:00 AM,16.999,,,
935,05/14/23 06:00:00 AM,16.808,,,
936,05/14/23 07:00:00 AM,16.808,,,
937,05/14/23 08:00:00 AM,16.999,,,
938,05/14/23 09:00:00 AM,17.475,,,
939,05/14/23 10:00:00 AM,18.045,,,
940,05/14/23 11:00:00 AM,18.331,,,
941,05/14/23 12:00:00 PM,18.806,,,
942,05/14/23 01:00:00 PM,18.901,,,
943,05/14/23 02:00:00 PM,19.092,,,
944,05/14/23 03:00:00 PM,19.282,,,
945,05/14/23 04:00:00 PM,19.092,,,
946,05/14/23 05:00:00 PM,19.092,,,
947,05/14/23 06:00:00 PM,18.806,,,
948,05/14/23 07:00:00 PM,18.426,,,
949,05/14/23 08:00:00 PM,18.140,,,
950,05/14/23 09:00:00 PM,17.950,,,
951,05/14/23 10:00:00 PM,17.665,,,
952,05/14/23 11:00:00 PM,17.475,,,
953,05/15/23 12:00:00 AM,17.284,,,
954,05/15/23 01:00:00 AM,17.189,,,
955,05/15/23 02:00:00 AM,17.094,,,
956,05/15/23 03:00:00 AM,16.903,,,
957,05/15/23 04:00:00 AM,16.808,,,
958,05/15/23 05:00:00 AM,16.618,,,
959,05/15/23 06:00:00 AM,16.523,,,
960,05/15/23 07:00:00 AM,16.523,,,
961,05/15/23 08:00:00 AM,16.808,,,
962,05/15/23 09:00:00 AM,17.094,,,
963,05/15/23 10:00:00 AM,17.665,,,
964,05/15/23 11:00:00 AM,18.140,,,
965,05/15/23 12:00:00 PM,18.616,,,
966,05/15/23 01:00:00 PM,18.901,,,
967,05/15/23 02:00:00 PM,18.616,,,
968,05/15/23 03:00:00 PM,18.521,,,
969,05/15/23 04:00:00 PM,18.711,,,
970,05/15/23 05:00:00 PM,18.616,,,
971,05/15/23 06:00:00 PM,18.711,,,
972,05/15/23 07:00:00 PM,18.521,,,
973,05/15/23 08:00:00 PM,18.426,,,
974,05/15/23 09:00:00 PM,18.236,,,
975,05/15/23 10:00:00 PM,18.140,,,
976,05/15/23 11:00:00 PM,17.855,,,
977,05/16/23 12:00:00 AM,17.760,,,
978,05/16/23 01:00:00 AM,17.570,,,
979,05/16/23 02:00:00 AM,17.379,,,
980,05/16/23 03:00:00 AM,17.189,,,
981,05/16/23 04:00:00 AM,17.094,,,
982,05/16/23 05:00:00 AM,17.094,,,
983,05/16/23 06:00:00 AM,16.999,,,
984,05/16/23 07:00:00 AM,16.999,,,
985,05/16/23 08:00:00 AM,17.094,,,
986,05/16/23 09:00:00 AM,17.189,,,
987,05/16/23 10:00:00 AM,17.379,,,
988,05/16/23 11:00:00 AM,17.475,,,
989,05/16/23 12:00:00 PM,17.379,,,
990,05/16/23 01:00:00 PM,17.379,,,
991,05/16/23 02:00:00 PM,17.475,,,
992,05/16/23 03:00:00 PM,17.475,,,
993,05/16/23 04:00:00 PM,17.570,,,
994,05/16/23 05:00:00 PM,17.570,,,
995,05/16/23 06:00:00 PM,17.570,,,
996,05/16/23 07:00:00 PM,17.475,,,
997,05/16/23 08:00:00 PM,17.379,,,
998,05/16/23 09:00:00 PM,17.189,,,
999,05/16/23 10:00:00 PM,17.094,,,
1000,05/16/23 11:00:00 PM,16.713,,,
1001,05/17/23 12:00:00 AM,15.760,,,
1002,05/17/23 01:00:00 AM,16.332,,,
1003,05/17/23 02:00:00 AM,16.237,,,
1004,05/17/23 03:00:00 AM,16.046,,,
1005,05/17/23 04:00:00 AM,15.951,,,
1006,05/17/23 05:00:00 AM,15.855,,,
1007,05/17/23 06:00:00 AM,15.664,,,
1008,05/17/23 07:00:00 AM,15.664,,,
1009,05/17/23 08:00:00 AM,15.951,,,
1010,05/17/23 09:00:00 AM,16.332,,,
1011,05/17/23 10:00:00 AM,16.523,,,
1012,05/17/23 11:00:00 AM,16.999,,,
1013,05/17/23 12:00:00 PM,17.475,,,
1014,05/17/23 01:00:00 PM,17.760,,,
1015,05/17/23 02:00:00 PM,17.760,,,
1016,05/17/23 03:00:00 PM,17.570,,,
1017,05/17/23 04:00:00 PM,17.665,,,
1018,05/17/23 05:00:00 PM,17.379,,,
1019,05/17/23 06:00:00 PM,17.094,,,
1020,05/17/23 07:00:00 PM,16.618,,,
1021,05/17/23 08:00:00 PM,16.237,,,
1022,05/17/23 09:00:00 PM,15.855,,,
1023,05/17/23 10:00:00 PM,15.473,,,
1024,05/17/23 11:00:00 PM,15.282,,,
1025,05/18/23 12:00:00 AM,14.709,,,
1026,05/18/23 01:00:00 AM,14.613,,,
1027,05/18/23 02:00:00 AM,14.709,,,
1028,05/18/23 03:00:00 AM,14.421,,,
1029,05/18/23 04:00:00 AM,14.517,,,
1030,05/18/23 05:00:00 AM,14.325,,,
1031,05/18/23 06:00:00 AM,14.325,,,
1032,05/18/23 07:00:00 AM,14.421,,,
1033,05/18/23 08:00:00 AM,14.996,,,
1034,05/18/23 09:00:00 AM,15.664,,,
1035,05/18/23 10:00:00 AM,16.427,,,
1036,05/18/23 11:00:00 AM,16.903,,,
1037,05/18/23 12:00:00 PM,17.379,,,
1038,05/18/23 01:00:00 PM,17.570,,,
1039,05/18/23 02:00:00 PM,17.570,,,
1040,05/18/23 03:00:00 PM,17.950,,,
1041,05/18/23 04:00:00 PM,18.045,,,
1042,05/18/23 05:00:00 PM,18.140,,,
1043,05/18/23 06:00:00 PM,17.665,,,
1044,05/18/23 07:00:00 PM,17.094,,,
1045,05/18/23 08:00:00 PM,16.618,,,
1046,05/18/23 09:00:00 PM,16.332,,,
1047,05/18/23 10:00:00 PM,16.046,,,
1048,05/18/23 11:00:00 PM,15.760,,,
1049,05/19/23 12:00:00 AM,15.569,,,
1050,05/19/23 01:00:00 AM,15.091,,,
1051,05/19/23 02:00:00 AM,15.187,,,
1052,05/19/23 03:00:00 AM,15.282,,,
1053,05/19/23 04:00:00 AM,15.187,,,
1054,05/19/23 05:00:00 AM,14.996,,,
1055,05/19/23 06:00:00 AM,14.900,,,
1056,05/19/23 07:00:00 AM,14.996,,,
1057,05/19/23 08:00:00 AM,15.187,,,
1058,05/19/23 09:00:00 AM,15.664,,,
1059,05/19/23 10:00:00 AM,16.427,,,
1060,05/19/23 11:00:00 AM,17.284,,,
1061,05/19/23 12:00:00 PM,18.045,,,
1062,05/19/23 01:00:00 PM,18.711,,,
1063,05/19/23 02:00:00 PM,18.901,,,
1064,05/19/23 03:00:00 PM,19.092,,,
1065,05/19/23 04:00:00 PM,19.092,,,
1066,05/19/23 05:00:00 PM,18.996,,,
1067,05/19/23 06:00:00 PM,18.331,,,
1068,05/19/23 07:00:00 PM,17.855,,,
1069,05/19/23 08:00:00 PM,17.379,,,
1070,05/19/23 09:00:00 PM,16.999,,,
1071,05/19/23 10:00:00 PM,16.618,,,
1072,05/19/23 11:00:00 PM,16.332,,,
1073,05/20/23 12:00:00 AM,16.141,,,
1074,05/20/23 01:00:00 AM,15.951,,,
1075,05/20/23 02:00:00 AM,15.091,,,
1076,05/20/23 03:00:00 AM,15.473,,,
1077,05/20/23 04:00:00 AM,15.473,,,
1078,05/20/23 05:00:00 AM,15.473,,,
1079,05/20/23 06:00:00 AM,15.378,,,
1080,05/20/23 07:00:00 AM,15.473,,,
1081,05/20/23 08:00:00 AM,15.760,,,
1082,05/20/23 09:00:00 AM,16.046,,,
1083,05/20/23 10:00:00 AM,16.237,,,
1084,05/20/23 11:00:00 AM,16.523,,,
1085,05/20/23 12:00:00 PM,16.808,,,
1086,05/20/23 01:00:00 PM,17.094,,,
1087,05/20/23 02:00:00 PM,17.570,,,
1088,05/20/23 03:00:00 PM,17.665,,,
1089,05/20/23 04:00:00 PM,17.570,,,
1090,05/20/23 05:00:00 PM,17.379,,,
1091,05/20/23 06:00:00 PM,17.094,,,
1092,05/20/23 07:00:00 PM,16.237,,,
1093,05/20/23 08:00:00 PM,15.473,,,
1094,05/20/23 09:00:00 PM,15.664,,,
1095,05/20/23 10:00:00 PM,15.760,,,
1096,05/20/23 11:00:00 PM,15.473,,,
1097,05/21/23 12:00:00 AM,14.900,,,
1098,05/21/23 01:00:00 AM,14.230,,,
1099,05/21/23 02:00:00 AM,14.230,,,
1100,05/21/23 03:00:00 AM,13.173,,,
1101,05/21/23 04:00:00 AM,14.038,,,
1102,05/21/23 05:00:00 AM,15.473,,,
1103,05/21/23 06:00:00 AM,15.664,,,
1104,05/21/23 07:00:00 AM,15.760,,,
1105,05/21/23 08:00:00 AM,15.951,,,
1106,05/21/23 09:00:00 AM,16.332,,,
1107,05/21/23 10:00:00 AM,16.903,,,
1108,05/21/23 11:00:00 AM,17.570,,,
1109,05/21/23 12:00:00 PM,17.379,,,
1110,05/21/23 01:00:00 PM,17.379,,,
1111,05/21/23 02:00:00 PM,18.045,,,
1112,05/21/23 03:00:00 PM,19.187,,,
1113,05/21/23 04:00:00 PM,19.187,,,
1114,05/21/23 05:00:00 PM,19.092,,,
1115,05/21/23 06:00:00 PM,18.806,,,
1116,05/21/23 07:00:00 PM,18.901,,,
1117,05/21/23 08:00:00 PM,18.806,,,
1118,05/21/23 09:00:00 PM,18.426,,,
1119,05/21/23 10:00:00 PM,18.236,,,
1120,05/21/23 11:00:00 PM,18.045,,,
1121,05/22/23 12:00:00 AM,17.950,,,
1122,05/22/23 01:00:00 AM,17.855,,,
1123,05/22/23 02:00:00 AM,17.665,,,
1124,05/22/23 03:00:00 AM,17.475,,,
1125,05/22/23 04:00:00 AM,17.284,,,
1126,05/22/23 05:00:00 AM,17.094,,,
1127,05/22/23 06:00:00 AM,16.903,,,
1128,05/22/23 07:00:00 AM,16.903,,,
1129,05/22/23 08:00:00 AM,16.999,,,
1130,05/22/23 09:00:00 AM,17.379,,,
1131,05/22/23 10:00:00 AM,17.855,,,
1132,05/22/23 11:00:00 AM,18.521,,,
1133,05/22/23 12:00:00 PM,19.187,,,
1134,05/22/23 01:00:00 PM,19.948,,,
1135,05/22/23 02:00:00 PM,20.329,,,
1136,05/22/23 03:00:00 PM,20.234,,,
1137,05/22/23 04:00:00 PM,20.329,,,
1138,05/22/23 05:00:00 PM,20.138,,,
1139,05/22/23 06:00:00 PM,19.567,,,
1140,05/22/23 07:00:00 PM,19.187,,,
1141,05/22/23 08:00:00 PM,18.711,,,
1142,05/22/23 09:00:00 PM,18.331,,,
1143,05/22/23 10:00:00 PM,18.045,,,
1144,05/22/23 11:00:00 PM,17.760,,,
1145,05/23/23 12:00:00 AM,17.570,,,
